[2025-12-27 23:30:23.133] [INFO] [RobustDebugger] Log file initialized
[2025-12-27 23:30:23.182] [INFO] [RobustDebugger] Debugger initialized successfully
[2025-12-27 23:30:23.184] [INFO] [RobustDebugger] Log file: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_debug.log
[2025-12-27 23:30:23.185] [INFO] [RobustDebugger] Error log: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_errors.log
[2025-12-27 23:30:23.186] [INFO] [RobustDebugger] Performance log: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\esp_performance.log
[2025-12-27 23:30:23.187] [INFO] [ESPManager] Starting basic ESP with debugger...
[2025-12-27 23:30:23.213] [INFO] [GameState] Game State: GameManager exists, GameStarted=True
[2025-12-27 23:30:23.644] [INFO] [Diagnostics] Diagnostic report created: C:\Users\anoni\OneDrive\Escritorio\7\7Days2Die-ESP-Aimbot--Internal-\logs\diagnostic_20251227_233023.txt
[2025-12-27 23:30:25.505] [DEBUG] [CameraLogger] Camera Found: Camera active=True, pos=(15.2, 3.8, -0.4), fov=58.0
[2025-12-27 23:30:25.507] [INFO] [ESPManager] Camera found and initialized
[2025-12-27 23:30:26.014] [DEBUG] [EntityCache] Cached 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.474] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.475] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.476] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.494] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.496] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.497] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.498] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.499] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.504] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.505] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.506] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.507] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.508] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.526] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.527] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.528] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.529] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.531] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.536] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.537] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.538] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.539] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.540] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.558] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.559] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.561] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.562] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.563] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.566] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.568] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.569] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.570] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.571] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.589] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.591] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.592] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.593] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.594] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.597] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.599] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.600] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.601] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.602] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.619] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.621] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.622] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.623] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.624] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.628] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.629] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.631] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.632] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.633] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.650] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.651] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.652] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.653] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.654] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.658] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.659] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.661] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.662] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.663] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.682] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.683] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.684] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.686] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.687] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.691] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.692] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.694] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.695] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.696] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.718] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.720] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.721] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.722] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.723] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.727] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.728] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.730] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.731] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.733] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.739] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.740] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.742] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.743] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.744] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.762] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.763] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.764] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.765] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.767] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.772] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.773] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.774] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.776] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.777] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.782] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.783] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.785] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.787] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.788] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.806] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.809] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.810] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.812] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.813] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.817] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.818] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.820] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.821] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.823] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.829] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.831] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:43.832] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:43.833] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:43.835] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:43.859] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:43.860] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.058] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.059] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.060] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.099] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.100] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.101] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.102] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.104] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.126] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.127] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.128] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.156] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.158] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.198] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.200] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.201] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.202] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.241] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.298] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.300] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.301] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.303] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.304] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.308] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.309] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.310] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.312] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.313] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.337] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.339] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.359] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.360] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.362] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.366] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.367] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.369] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.370] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.371] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.431] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.432] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.471] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.472] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.473] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.477] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.479] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.480] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.482] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.483] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.502] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.504] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.505] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.506] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.507] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.511] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.512] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.514] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.515] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.517] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.536] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.537] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.538] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.540] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.542] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.546] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.548] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.549] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.551] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.552] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.569] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
[2025-12-27 23:30:44.573] [ESP] [ESPRenderer] ESP: Enemy at (16.6, 2.2, -23.6) (23.3m) Screen=(1023,767)
[2025-12-27 23:30:44.574] [ESP] [ESPRenderer] ESP: Enemy at (16.0, 2.0, -24.0) (23.7m) Screen=(1049,776)
[2025-12-27 23:30:44.575] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -19.1) (18.8m) Screen=(1127,800)
[2025-12-27 23:30:44.577] [ESP] [ESPRenderer] ESP: Enemy at (14.5, 2.0, -17.0) (16.7m) Screen=(1134,813)
[2025-12-27 23:30:44.581] [DEBUG] [EntityRender] Rendering 5 enemies, 1 players, 0 animals, 0 items
